game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-22,MIN,BOS,Pablo López,Nick Pivetta
2024-09-22,PIT,CIN,Paul Skenes,Hunter Greene
2024-09-22,DET,BAL,Tyler Holton,Albert Suárez
2024-09-22,TOR,TB,Ryan Burr,Shane Baz
2024-09-22,ATL,MIA,Grant Holmes,Darren McCaughan
2024-09-22,ARI,MIL,Jordan Montgomery,Frankie Montas
2024-09-22,SF,KC,Blake Snell,Seth Lugo
2024-09-22,LAA,HOU,Griffin Canning,Spencer Arrighetti
2024-09-22,CLE,STL,Gavin Williams,Andre Pallante
2024-09-22,WSH,CHC,Jake Irvin,Shota Imanaga
2024-09-22,SEA,TEX,Bryan Woo,Andrew Heaney
2024-09-22,NYY,OAK,Luis Gil,Joey Estes
2024-09-22,CWS,SD,Sean Burke,Yu Darvish
2024-09-22,COL,LAD,Antonio Senzatela,Yoshinobu Yamamoto
2024-09-22,MIN,BOS,Zebby Matthews,Kutter Crawford
2024-09-22,PHI,NYM,Zack Wheeler,Tylor Megill
