game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-13,LAD,DET,Justin Wrobleski,Keider Montero
2024-07-13,PIT,CWS,Luis L. Ortiz,Chris Flexen
2024-07-13,CHC,STL,Hayden Wesneski,Lance Lynn
2024-07-13,OAK,PHI,Mitch Spence,Tyler Phillips
2024-07-13,NYY,BAL,Luis Gil,Grayson Rodriguez
2024-07-13,CLE,TB,Gavin Williams,Zack Littell
2024-07-13,COL,NYM,Ryan Feltner,Christian Scott
2024-07-13,WSH,MIL,Mitchell Parker,Dallas Keuchel
2024-07-13,TEX,HOU,Nathan Eovaldi,Spencer Arrighetti
2024-07-13,MIA,CIN,Edward Cabrera,Andrew Abbott
2024-07-13,KC,BOS,Seth Lugo,Kutter Crawford
2024-07-13,MIN,SF,Simeon Woods Richardson,Hayden Birdsong
2024-07-13,ATL,SD,Reynaldo López,Dylan Cease
2024-07-13,CHC,STL,Javier Assad,Kyle Gibson
2024-07-13,SEA,LAA,George Kirby,José Soriano
2024-07-13,TOR,ARI,José Berríos,Yilber Díaz
