game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-02,STL,PIT,Kyle Gibson,Mitch Keller
2024-07-02,BOS,MIA,Kutter Crawford,Valente Bellozo
2024-07-02,CWS,CLE,Chris Flexen,Carlos Carrasco
2024-07-02,NYM,WSH,Sean Manaea,DJ Herz
2024-07-02,CIN,NYY,Graham Ashcraft,Luis Gil
2024-07-02,HOU,TOR,Spencer Arrighetti,José Berríos
2024-07-02,SF,ATL,Hayden Birdsong,Reynaldo López
2024-07-02,DET,MIN,Tarik Skubal,Simeon Woods Richardson
2024-07-02,SD,TEX,Dylan Cease,Nathan Eovaldi
2024-07-02,PHI,CHC,Michael Mercado,Hayden Wesneski
2024-07-02,TB,KC,Zack Littell,Brady Singer
2024-07-02,MIL,COL,Dallas Keuchel,Ryan Feltner
2024-07-02,BAL,SEA,Grayson Rodriguez,George Kirby
2024-07-02,LAA,OAK,José Soriano,Mitch Spence
2024-07-02,ARI,LAD,Joe Mantiply,Bobby Miller
