game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-10,KC,STL,Alec Marsh,Andre Pallante
2024-07-10,MIN,CWS,Bailey Ober,Erick Fedde
2024-07-10,MIN,CWS,Pablo López,Drew Thorpe
2024-07-10,CHC,BAL,Shota Imanaga,Corbin Burnes
2024-07-10,SEA,SD,Bryce Miller,Michael King
2024-07-10,CLE,DET,Tanner Bibee,Reese Olson
2024-07-10,NYY,TB,Marcus Stroman,Zach Eflin
2024-07-10,LAD,PHI,Gavin Stone,Cristopher Sánchez
2024-07-10,WSH,NYM,Patrick Corbin,Luis Severino
2024-07-10,COL,CIN,Kyle Freeland,Frankie Montas
2024-07-10,OAK,BOS,JP Sears,Nick Pivetta
2024-07-10,KC,STL,Michael Wacha,Gordon Graceffo
2024-07-10,PIT,MIL,Martín Pérez,Tobias Myers
2024-07-10,MIA,HOU,Bryan Hoeing,Framber Valdez
2024-07-10,TEX,LAA,Michael Lorenzen,Griffin Canning
2024-07-10,ATL,ARI,Charlie Morton,Slade Cecconi
2024-07-10,TOR,SF,Chris Bassitt,Logan Webb
