game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-02,MIN,HOU,Simeon Woods Richardson,Hunter Brown
2024-06-02,DET,BOS,Casey Mize,Brayan Bello
2024-06-02,TB,BAL,Zack Littell,Cole Irvin
2024-06-02,OAK,ATL,Luis Medina,Charlie Morton
2024-06-02,PIT,TOR,Quinn Priester,Chris Bassitt
2024-06-02,ARI,NYM,Brandon Pfaadt,Jose Quintana
2024-06-02,TEX,MIA,Andrew Heaney,Trevor Rogers
2024-06-02,WSH,CLE,Jake Irvin,Carlos Carrasco
2024-06-02,CWS,MIL,Nick Nastrini,Freddy Peralta
2024-06-02,SD,KC,Michael King,Cole Ragans
2024-06-02,CIN,CHC,Nick Lodolo,Ben Brown
2024-06-02,NYY,SF,Nestor Cortes,Blake Snell
2024-06-02,LAA,SEA,Griffin Canning,Luis Castillo
2024-06-02,COL,LAD,Austin Gomber,Gavin Stone
2024-06-02,STL,PHI,Lance Lynn,Taijuan Walker
