game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-26,MIL,PIT,Aaron Civale,Mitch Keller
2024-09-26,KC,WSH,Michael Wacha,Patrick Corbin
2024-09-26,TB,DET,Tyler Alexander,Reese Olson
2024-09-26,LAA,CWS,Tyler Anderson,Chris Flexen
2024-09-26,STL,COL,Kyle Gibson,Kyle Freeland
2024-09-26,TEX,OAK,Kumar Rocker,J.T. Ginn
2024-09-26,BAL,NYY,Corbin Burnes,Gerrit Cole
2024-09-26,MIA,MIN,Valente Bellozo,David Festa
2024-09-26,SD,LAD,Joe Musgrove,Walker Buehler
2024-09-26,NYM,ATL,Sean Manaea,Max Fried
