game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-19,ARI,MIA,Brandon Pfaadt,Adam Oller
2024-08-19,CIN,TOR,Julian Aguiar,Kevin Gausman
2024-08-19,BAL,NYM,Trevor Rogers,David Peterson
2024-08-19,PIT,TEX,Luis L. Ortiz,Dane Dunning
2024-08-19,LAA,KC,Carson Fulmer,Seth Lugo
2024-08-19,BOS,HOU,Tanner Houck,Yusei Kikuchi
2024-08-19,MIN,SD,Zebby Matthews,Michael King
2024-08-19,TB,OAK,Taj Bradley,Joe Boyle
2024-08-19,CWS,SF,Jonathan Cannon,Kyle Harrison
2024-08-19,SEA,LAD,Bryan Woo,Gavin Stone
