game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-18,OAK,CHC,Brady Basso,Justin Steele
2024-09-18,ARI,COL,Eduardo Rodriguez,Austin Gomber
2024-09-18,CWS,LAA,Jared Shuster,Jack Kochanowicz
2024-09-18,SF,BAL,Hayden Birdsong,Dean Kremer
2024-09-18,HOU,SD,Framber Valdez,Dylan Cease
2024-09-18,LAD,MIA,Landon Knack,Ryan Weathers
2024-09-18,MIN,CLE,Bailey Ober,Tanner Bibee
2024-09-18,ATL,CIN,Spencer Schwellenbach,Jakob Junis
2024-09-18,BOS,TB,Tanner Houck,Ryan Pepiot
2024-09-18,WSH,NYM,DJ Herz,Jose Quintana
2024-09-18,PHI,MIL,Aaron Nola,Freddy Peralta
2024-09-18,DET,KC,Tarik Skubal,Alec Marsh
2024-09-18,PIT,STL,Jake Woodford,Sonny Gray
2024-09-18,TOR,TEX,Bowden Francis,Cody Bradford
2024-09-18,NYY,SEA,Nestor Cortes,Bryce Miller
