pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2024-08-07,94.5,-2.26,5.61,"Williams, Devin",593160,642207,,ball,,,,,12,Whit Merrifield strikes out swinging.,R,R,R,ATL,MIL,B,,,0,1,2024,-0.51,1.37,1.36,2.66,,,,0,9,Bot,,,,,,,10.732343327537746,-137.17107289439434,-5.114284060667611,-8.766520424158038,30.325659126666,-13.908045565272866,3.39,1.59,,,,96.0,2275,7.3,747085,661388,656555,655316,687401,642715,694192,663368,686217,53.19,,,,,,,,85,2,4-Seam Fastball,5,8,5,8,8,5,5,8,Standard,Standard,215,0.0,0.025,,,,-0.025,,-3,-3,0.038,0.038,29,35,30,35,1,3,3,1,3,1,1.2,0.51,0.51,28.1,,,,,
FF,2024-08-07,94.9,-2.3,5.73,"Williams, Devin",593160,642207,,called_strike,,,,,2,Whit Merrifield strikes out swinging.,R,R,R,ATL,MIL,S,,,0,0,2024,-0.69,1.42,0.15,3.36,,,,0,9,Bot,,,,,,,8.102964495803137,-138.03262170303333,-3.798353556880967,-10.657178738446436,30.333179689146924,-13.350177794751833,3.35,1.59,,,,96.5,2323,7.2,747085,661388,656555,655316,687401,642715,694192,663368,686217,53.32,,,,,,,,85,1,4-Seam Fastball,5,8,5,8,8,5,5,8,Standard,Standard,220,0.0,-0.037,,,,0.037,,-3,-3,0.038,0.038,29,35,30,35,1,3,3,1,3,1,1.11,0.69,0.69,29.0,,,,,
FF,2024-08-07,94.6,-2.26,5.63,"Williams, Devin",672284,642207,home_run,hit_into_play,,,,,3,Jarred Kelenic homers (13) on a fly ball to right center field.,R,L,R,ATL,MIL,X,,fly_ball,0,0,2024,-1.06,1.25,0.47,3.09,,,,0,9,Bot,179.67,46.63,,,,,9.682194045259974,-137.4018239156049,-3.795213516996288,-15.568482890506427,28.900854053938883,-15.611191960101245,3.64,1.74,399,99.9,32,96.4,2352,7.3,747085,661388,656555,655316,687401,642715,694192,663368,686217,53.2,0.406,0.765,2.0,1,0,3,6,84,1,4-Seam Fastball,4,8,4,8,8,5,5,8,Standard,Standard,224,0.022,1.114,70.0,6.3,1.475,-1.114,99.9,-4,-4,0.016,0.016,29,24,30,25,1,3,3,1,3,1,1.29,1.06,-1.06,27.4,15.2852013021383,-0.1211366373670333,28.85358595268924,27.93103200192029,31.777700348110244
SL,2024-08-07,81.8,2.11,5.84,"Dodd, Dylan",661388,689266,strikeout,swinging_strike,,,,,13,William Contreras strikes out swinging.,R,R,L,ATL,MIL,S,2,,2,2,2024,-0.63,0.01,-1.38,1.76,694192,,,2,9,Top,,,,,,,-6.686881283402146,-118.84102528246116,-2.5604382962128547,-4.416143635065493,25.775444248230794,-31.734778166632903,3.56,1.66,,,,81.8,2245,6.6,747085,669221,621566,593160,663586,606115,594807,672284,624585,53.85,,0.0,0.0,1,0,0,,83,5,Slider,4,8,8,4,8,4,8,4,Standard,Standard,255,0.003,-0.202,69.1,7.0,,0.202,,-4,4,0.013,0.987,26,26,26,27,1,5,,1,,1,3.44,-0.63,0.63,42.8,7.027651659318905,-18.790757367872907,35.69272588319821,18.001519815913724,31.48218180485175
FF,2024-08-07,93.0,1.46,6.17,"Dodd, Dylan",661388,689266,,called_strike,,,,,7,William Contreras strikes out swinging.,R,R,L,ATL,MIL,S,,,2,1,2024,0.72,1.3,-0.81,2.16,694192,,,2,9,Top,,,,,,,-7.398806274085352,-135.12679053721132,-7.358195364524276,10.416465249838344,27.488905627473372,-14.784934950423873,3.56,1.64,,,,93.2,2218,6.3,747085,669221,621566,593160,663586,606115,594807,672284,624585,54.17,,,,,,,,83,4,4-Seam Fastball,4,8,8,4,8,4,8,4,Strategic,Standard,140,0.0,-0.103,,,,0.103,,-4,4,0.013,0.987,26,26,26,27,1,5,,1,,1,1.33,0.72,-0.72,47.1,,,,,
CH,2024-08-07,81.5,1.76,5.99,"Dodd, Dylan",661388,689266,,ball,,,,,12,William Contreras strikes out swinging.,R,R,L,ATL,MIL,B,,,1,1,2024,0.99,0.24,0.68,4.36,694192,,,2,9,Top,,,,,,,-4.354857043749822,-118.649859781122,2.476505186214264,10.224079571797011,22.67363109568436,-30.63171950165037,3.56,1.66,,,,81.8,1539,6.5,747085,669221,621566,593160,663586,606115,594807,672284,624585,54.03,,,,,,,,83,3,Changeup,4,8,8,4,8,4,8,4,Strategic,Standard,112,0.0,0.047,,,,-0.047,,-4,4,0.013,0.987,26,26,26,27,1,5,,1,,1,3.19,0.99,-0.99,45.2,,,,,
SL,2024-08-07,81.1,2.11,5.81,"Dodd, Dylan",661388,689266,,foul,,,,,13,William Contreras strikes out swinging.,R,R,L,ATL,MIL,S,,,1,0,2024,-0.55,0.35,-0.85,2.57,694192,,,2,9,Top,,,,,,,-5.585339143375263,-118.01334061961458,-1.3020199583888357,-4.080118034490647,22.289176120542205,-28.862864930934265,3.56,1.66,15,103.6,-10,81.6,2313,6.6,747085,669221,621566,593160,663586,606115,594807,672284,624585,53.92,,,,,,,,83,2,Slider,4,8,8,4,8,4,8,4,Strategic,Standard,286,0.0,-0.039,85.0,8.3,,0.039,103.6,-4,4,0.013,0.987,26,26,26,27,1,5,,1,,1,3.11,-0.55,0.55,41.3,14.33598169792031,-24.723990593374825,28.68993892608548,26.32211542566584,49.47570392957344
CH,2024-08-07,81.7,1.65,6.04,"Dodd, Dylan",661388,689266,,ball,,,,,12,William Contreras strikes out swinging.,R,R,L,ATL,MIL,B,,,0,0,2024,0.65,0.38,1.08,4.34,694192,,,2,9,Top,,,,,,,-2.556448865368229,-119.04612471651484,1.9370579283633569,6.676651318135953,20.17988174816672,-29.096325388368157,3.44,1.64,,,,82.5,1656,6.5,747085,669221,621566,593160,663586,606115,594807,672284,624585,53.98,,,,,,,,83,1,Changeup,4,8,8,4,8,4,8,4,Strategic,Standard,105,0.0,0.032,,,,-0.032,,-4,4,0.013,0.987,26,26,26,27,1,5,,1,,1,3.0,0.65,-0.65,48.7,,,,,
CH,2024-08-07,82.9,1.82,5.98,"Dodd, Dylan",596142,689266,grounded_into_double_play,hit_into_play,,,,,8,"Gary Sánchez grounds into a double play, shortstop Orlando Arcia to second baseman Whit Merrifield to first baseman Matt Olson. Jackson Chourio to 3rd. Rhys Hoskins out at 2nd. Gary Sánchez out at 1st.",R,R,L,ATL,MIL,X,6,ground_ball,1,0,2024,0.82,0.35,-0.01,1.65,,694192,656555,0,9,Top,110.36,146.37,,,,,-5.804206627518193,-120.6664262189811,-4.1245399372832665,9.092430058597582,22.416996107357797,-28.197686525509862,3.39,1.62,9,76.9,-11,83.5,1910,6.5,747085,669221,621566,593160,663586,606115,594807,672284,624585,53.96,0.051,0.047,0.0,1,0,0,2,82,2,Changeup,4,8,8,4,8,4,8,4,Infield shade,Standard,116,0.005,-0.361,84.8,8.3,0.051,0.361,88.0,-4,4,0.008,0.992,26,31,26,32,1,5,,3,,3,2.96,0.82,-0.82,46.7,7.856570087913078,-7.298026427102484,33.8008761022366,36.761749448245965,48.83406790615514
FF,2024-08-07,93.1,1.68,6.11,"Dodd, Dylan",596142,689266,,ball,,,,,14,"Gary Sánchez grounds into a double play, shortstop Orlando Arcia to second baseman Whit Merrifield to first baseman Matt Olson. Jackson Chourio to 3rd. Rhys Hoskins out at 2nd. Gary Sánchez out at 1st.",R,R,L,ATL,MIL,B,,,0,0,2024,1.05,1.0,1.3,2.09,,694192,656555,0,9,Top,,,,,,,-3.25284387083372,-135.55334119492647,-6.779668468447254,13.624512831964209,28.24503268834368,-18.59160953341566,3.32,1.55,,,,93.4,2241,6.3,747085,669221,621566,593160,663586,606115,594807,672284,624585,54.19,,,,,,,,82,1,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,137,0.0,0.045,,,,-0.045,,-4,4,0.008,0.992,26,31,26,32,1,5,,3,,3,1.62,1.05,-1.05,47.9,,,,,
FC,2024-08-07,86.9,2.07,6.0,"Dodd, Dylan",656555,689266,single,hit_into_play,,,,,5,Rhys Hoskins singles on a ground ball to left fielder Adam Duvall. Jackson Chourio to 2nd.,R,R,L,ATL,MIL,X,7,ground_ball,0,0,2024,0.33,0.47,-0.04,2.89,,,694192,0,9,Top,83.09,100.31,,,,,-5.752292306104758,-126.56138284856652,-2.306007699265304,4.577813939552383,22.908621164701,-26.8601989006264,3.56,1.63,116,91.0,8,87.7,2057,6.5,747085,669221,621566,593160,663586,606115,594807,672284,624585,54.0,0.529,0.48,0.9,1,1,0,4,81,1,Cutter,4,8,8,4,8,4,8,4,Infield shade,Standard,159,-0.003,0.449,71.1,8.0,0.586,-0.449,91.0,-4,4,0.011,0.989,26,31,26,31,1,5,,1,,2,2.52,0.33,-0.33,44.3,22.05885109781797,2.2422331783767047,29.190229293451768,35.581728001209775,33.173785118956786
SL,2024-08-07,80.9,2.1,5.86,"Dodd, Dylan",694192,689266,single,hit_into_play,,,,,7,Jackson Chourio singles on a sharp line drive to left fielder Adam Duvall.,R,R,L,ATL,MIL,X,7,line_drive,1,2,2024,-0.94,0.19,-0.47,1.7,,,,0,9,Top,50.37,92.16,,,,,-3.951361605632584,-117.7705743080104,-2.968922917693729,-7.9691565954863695,23.26741948052537,-30.058296177496004,3.37,1.55,270,106.7,16,81.1,2426,6.5,747085,669221,621566,593160,663586,606115,594807,672284,624585,54.01,0.614,0.719,0.9,1,1,0,5,80,4,Slider,4,8,8,4,8,4,8,4,Standard,Standard,273,-0.002,0.516,,,1.101,-0.516,106.7,-4,4,0.013,0.987,26,20,26,20,1,5,,1,,1,3.3,-0.94,0.94,42.3,,,,,
FF,2024-08-07,93.7,1.37,6.32,"Dodd, Dylan",694192,689266,,ball,,,,,11,Jackson Chourio singles on a sharp line drive to left fielder Adam Duvall.,R,R,L,ATL,MIL,B,,,0,2,2024,0.62,1.29,-0.72,4.81,,,,0,9,Top,,,,,,,-6.722968218876951,-136.31224080081773,-1.0155072308340125,9.127510146865673,29.285269388817557,-16.040692978697187,3.14,1.34,,,,93.4,2291,6.1,747085,669221,621566,593160,663586,606115,594807,672284,624585,54.42,,,,,,,,80,3,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,141,0.0,0.023,,,,-0.023,,-4,4,0.013,0.987,26,20,26,20,1,5,,1,,1,1.3,0.62,-0.62,47.6,,,,,
FF,2024-08-07,92.9,1.49,6.2,"Dodd, Dylan",694192,689266,,foul,,,,,6,Jackson Chourio singles on a sharp line drive to left fielder Adam Duvall.,R,R,L,ATL,MIL,S,,,0,1,2024,0.95,1.01,0.34,2.66,,,,0,9,Top,,,,,,,-5.039703555696589,-135.18314174193114,-5.520393318019237,12.760223914736926,28.60741760525828,-18.79250582933442,3.37,1.55,345,93.9,33,93.0,2350,6.3,747085,669221,621566,593160,663586,606115,594807,672284,624585,54.2,,,,,,,,80,2,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,140,0.0,-0.054,67.6,6.6,,0.054,93.9,-4,4,0.013,0.987,26,20,26,20,1,5,,1,,1,1.63,0.95,-0.95,45.6,-10.029018345569485,40.01426162222349,28.311942351789465,41.73860124231267,8.917618022844225
FC,2024-08-07,79.8,2.09,5.92,"Dodd, Dylan",694192,689266,,swinging_strike,,,,,2,Jackson Chourio singles on a sharp line drive to left fielder Adam Duvall.,R,R,L,ATL,MIL,S,,,0,0,2024,-0.36,0.66,-0.07,3.42,,,,0,9,Top,,,,,,,-4.089092758505773,-116.2608420710851,-0.0192121996950072,-2.530862424387957,20.94675223232711,-26.419282379225,3.37,1.55,,,,80.2,2352,6.4,747085,669221,621566,593160,663586,606115,594807,672284,624585,54.06,,,,,,,,80,1,Cutter,4,8,8,4,8,4,8,4,Standard,Standard,272,0.0,-0.037,,,,0.037,,-4,4,0.013,0.987,26,20,26,20,1,5,,1,,1,2.9,-0.36,0.36,40.5,,,,,
FC,2024-08-07,89.1,3.0,5.64,"Koenig, Jared",669221,657649,strikeout,swinging_strike,,,,,6,Sean Murphy strikes out swinging.,R,R,L,ATL,MIL,S,2,,1,2,2024,-0.2,0.63,0.74,2.56,,,606115,2,8,Bot,,,,,,,-5.124133047337971,-129.91241042998027,-2.9696602224785367,-1.3579309294801192,22.475788904285974,-24.649986715178496,3.5,1.63,,,,89.7,2474,6.1,747085,661388,656555,655316,687401,642715,694192,663368,686217,54.36,,0.0,0.0,1,0,0,,79,5,Cutter,4,8,4,8,8,4,4,8,Standard,Standard,160,-0.01,-0.196,72.9,8.0,,0.196,,-4,-4,0.023,0.023,30,29,30,30,1,3,5,3,2,2,2.19,-0.2,0.2,23.9,7.043747490692821,0.9614156278078512,27.6705314198494,44.59428402131294,25.49223159411272
SI,2024-08-07,97.6,2.3,6.29,"Koenig, Jared",669221,657649,,foul,,,,,2,Sean Murphy strikes out swinging.,R,R,L,ATL,MIL,S,,,1,2,2024,1.26,0.96,-0.14,2.99,,,606115,2,8,Bot,,,,,,,-9.491224003251292,-141.86204996115532,-5.635294475267135,19.137135041887912,29.7791661672555,-18.12629157636858,3.5,1.63,169,63.4,38,98.0,2376,6.4,747085,661388,656555,655316,687401,642715,694192,663368,686217,54.1,,,,,,,,79,4,Sinker,4,8,4,8,8,4,4,8,Strategic,Standard,149,0.0,0.0,67.4,6.5,,0.0,88.0,-4,-4,0.023,0.023,30,29,30,30,1,3,5,3,2,2,1.43,1.26,-1.26,38.0,-10.655602051947394,14.073264682301533,36.02557116537632,34.1418459962236,17.56157870293311
CU,2024-08-07,81.7,2.85,5.84,"Koenig, Jared",669221,657649,,blocked_ball,,,,,14,Sean Murphy strikes out swinging.,R,R,L,ATL,MIL,B,,,0,2,2024,-0.94,-0.68,0.04,0.69,,,606115,2,8,Bot,,,,,,,-4.521947974166262,-118.89183690868224,-3.7150193317566513,-8.083949107355567,22.91228617789534,-38.06828301190006,3.39,1.55,,,,81.7,2588,6.3,747085,661388,656555,655316,687401,642715,694192,663368,686217,54.23,,,,,,,,79,3,Curveball,4,8,4,8,8,4,4,8,Strategic,Standard,308,0.0,0.027,,,,-0.027,,-4,-4,0.023,0.023,30,29,30,30,1,3,5,3,2,2,4.09,-0.94,0.94,26.8,,,,,
CH,2024-08-07,84.4,2.8,5.75,"Koenig, Jared",669221,657649,,foul,,,,,3,Sean Murphy strikes out swinging.,R,R,L,ATL,MIL,S,,,0,1,2024,1.02,0.34,0.36,3.18,,,606115,2,8,Bot,,,,,,,-7.684064247562453,-122.74643298560136,-0.35501916459769,11.79028909599745,21.459624432005125,-28.82785141107408,3.5,1.63,176,69.5,61,84.6,1640,6.2,747085,661388,656555,655316,687401,642715,694192,663368,686217,54.33,,,,,,,,79,2,Changeup,4,8,4,8,8,4,4,8,Standard,Standard,128,0.0,-0.054,67.0,7.3,,0.054,88.0,-4,-4,0.023,0.023,30,29,30,30,1,3,5,3,2,2,2.83,1.02,-1.02,20.3,5.25162655013561,-1.144752502505308,24.77259148881905,40.59441480237101,25.5055481235524
SI,2024-08-07,96.0,2.32,6.28,"Koenig, Jared",669221,657649,,called_strike,,,,,5,Sean Murphy strikes out swinging.,R,R,L,ATL,MIL,S,,,0,0,2024,1.14,0.96,0.16,2.42,,,606115,2,8,Bot,,,,,,,-8.31107014109617,-139.4940075220077,-6.80918668193516,16.682994241657024,29.58994523807834,-18.26437686954178,3.44,1.62,,,,96.3,2237,6.4,747085,661388,656555,655316,687401,642715,694192,663368,686217,54.11,,,,,,,,79,1,Sinker,4,8,4,8,8,4,4,8,Standard,Standard,148,0.0,-0.047,,,,0.047,,-4,-4,0.023,0.023,30,29,30,30,1,3,5,3,2,2,1.51,1.14,-1.14,39.9,,,,,
SI,2024-08-07,95.2,2.48,6.25,"Koenig, Jared",594807,657649,strikeout,called_strike,,,,,6,Adam Duvall called out on strikes.,R,R,L,ATL,MIL,S,2,,3,2,2024,1.08,0.88,0.37,2.56,,,606115,1,8,Bot,,,,,,,-7.943036811800685,-138.36780386395023,-6.021258788040411,15.607528562483592,28.80010266560316,-19.73293475086264,3.43,1.62,,,,95.2,2241,6.2,747085,661388,656555,655316,687401,642715,694192,663368,686217,54.27,,0.0,0.0,1,0,0,,78,6,Sinker,4,8,4,8,8,4,4,8,Standard,Standard,141,-0.017,-0.306,,,,0.306,,-4,-4,0.04,0.04,30,35,30,36,1,3,5,5,2,1,1.63,1.08,-1.08,38.6,,,,,
SI,2024-08-07,93.2,2.81,5.97,"Koenig, Jared",594807,657649,,foul,,,,,14,Adam Duvall called out on strikes.,R,R,L,ATL,MIL,S,,,3,1,2024,1.12,0.96,1.04,2.46,,,606115,1,8,Bot,,,,,,,-6.988661469077808,-135.5077464300233,-5.3761521453957855,15.250350572588182,28.47453724894425,-19.394705647946363,3.43,1.57,230,74.4,29,93.2,2370,6.3,747085,661388,656555,655316,687401,642715,694192,663368,686217,54.25,,,,,,,,78,5,Sinker,4,8,4,8,8,4,4,8,Standard,Strategic,141,0.0,-0.092,70.5,8.0,,0.092,88.0,-4,-4,0.04,0.04,30,35,30,36,1,3,5,5,2,1,1.66,1.12,-1.12,27.6,8.336969573107803,-5.441984595933374,27.47102019864323,50.32148871942522,26.70701141534596
