game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-20,WSH,CHC,Trevor Williams,Jameson Taillon
2024-09-20,PIT,CIN,Mitch Keller,Nick Martinez
2024-09-20,TOR,TB,José Berríos,Tyler Alexander
2024-09-20,DET,BAL,Tyler Holton,Corbin Burnes
2024-09-20,PHI,NYM,Cristopher Sánchez,David Peterson
2024-09-20,ATL,MIA,Charlie Morton,Valente Bellozo
2024-09-20,MIN,BOS,David Festa,Richard Fitts
2024-09-20,SEA,TEX,George Kirby,Jacob deGrom
2024-09-20,ARI,MIL,Zac Gallen,Colin Rea
2024-09-20,SF,KC,Mason Black,Michael Wacha
2024-09-20,LAA,HOU,Tyler Anderson,Justin Verlander
2024-09-20,CLE,STL,Ben Lively,Kyle Gibson
2024-09-20,CWS,SD,Garrett Crochet,Joe Musgrove
2024-09-20,NYY,OAK,Gerrit Cole,J.T. Ginn
2024-09-20,COL,LAD,Kyle Freeland,Ryan Brasier
