game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-14,STL,CHC,Kyle Gibson,Jordan Wicks
2024-06-14,NYY,BOS,Luis Gil,Brayan Bello
2024-06-14,MIA,WSH,Shaun Anderson,MacKenzie Gore
2024-06-14,PHI,BAL,Ranger Suárez,Kyle Bradish
2024-06-14,CLE,TOR,Logan Allen,Kevin Gausman
2024-06-14,SD,NYM,Matt Waldron,Sean Manaea
2024-06-14,TB,ATL,Zack Littell,Chris Sale
2024-06-14,OAK,MIN,Mitch Spence,Simeon Woods Richardson
2024-06-14,CIN,MIL,Hunter Greene,Freddy Peralta
2024-06-14,DET,HOU,Tarik Skubal,Hunter Brown
2024-06-14,PIT,COL,Carmen Mlodzinski,Ryan Feltner
2024-06-14,CWS,ARI,Chris Flexen,Ryne Nelson
2024-06-14,TEX,SEA,Andrew Heaney,Luis Castillo
2024-06-14,KC,LAD,Cole Ragans,Gavin Stone
2024-06-14,LAA,SF,Tyler Anderson,Spencer Howard
