game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-10,TEX,NYY,Nathan Eovaldi,Carlos Rodón
2024-08-10,TEX,NYY,Cody Bradford,Gerrit Cole
2024-08-10,OAK,TOR,Osvaldo Bido,Yariel Rodríguez
2024-08-10,DET,SF,Alex Faedo,Logan Webb
2024-08-10,SD,MIA,Matt Waldron,Roddery Muñoz
2024-08-10,HOU,BOS,Spencer Arrighetti,Josh Winckowski
2024-08-10,LAA,WSH,Griffin Canning,Patrick Corbin
2024-08-10,CLE,MIN,Gavin Williams,Simeon Woods Richardson
2024-08-10,CIN,MIL,Nick Martinez,Tobias Myers
2024-08-10,STL,KC,Andre Pallante,Michael Wacha
2024-08-10,BAL,TB,Corbin Burnes,Drew Rasmussen
2024-08-10,CHC,CWS,Justin Steele,Chris Flexen
2024-08-10,ATL,COL,Max Fried,Dakota Hudson
2024-08-10,PHI,ARI,Aaron Nola,Zac Gallen
2024-08-10,PIT,LAD,Paul Skenes,River Ryan
2024-08-10,NYM,SEA,Sean Manaea,Logan Gilbert
