game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-28,CIN,TB,Hunter Greene,
2024-07-28,CLE,PHI,Joey Cantillo,Kolby Allard
2024-07-28,SD,BAL,Randy Vásquez,Albert Suárez
2024-07-28,TEX,TOR,Jon Gray,José Berríos
2024-07-28,ATL,NYM,Reynaldo López,David Peterson
2024-07-28,MIN,DET,Bailey Ober,Alex Faedo
2024-07-28,MIA,MIL,Kyle Tyler,Tobias Myers
2024-07-28,CHC,KC,Javier Assad,Cole Ragans
2024-07-28,LAD,HOU,River Ryan,Spencer Arrighetti
2024-07-28,SEA,CWS,Bryce Miller,Garrett Crochet
2024-07-28,WSH,STL,DJ Herz,Miles Mikolas
2024-07-28,COL,SF,Austin Gomber,Erik Miller
2024-07-28,OAK,LAA,Osvaldo Bido,José Soriano
2024-07-28,PIT,ARI,Mitch Keller,Yilber Díaz
2024-07-28,NYY,BOS,Carlos Rodón,Tanner Houck
