game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-16,STL,CHC,Miles Mikolas,Jameson Taillon
2024-06-16,MIA,WSH,Jesús Luzardo,Mitchell Parker
2024-06-16,PHI,BAL,Zack Wheeler,Corbin Burnes
2024-06-16,TB,ATL,Zach Eflin,Hurston Waldrep
2024-06-16,CLE,TOR,Ben Lively,José Berríos
2024-06-16,SD,NYM,Dylan Cease,Tylor Megill
2024-06-16,OAK,MIN,JP Sears,Bailey Ober
2024-06-16,CIN,MIL,Frankie Montas,Colin Rea
2024-06-16,DET,HOU,Kenta Maeda,Ronel Blanco
2024-06-16,PIT,COL,Josh Fleming,Dakota Hudson
2024-06-16,LAA,SF,Ben Joyce,Erik Miller
2024-06-16,TEX,SEA,Dane Dunning,Logan Gilbert
2024-06-16,KC,LAD,Brady Singer,Tyler Glasnow
2024-06-16,CWS,ARI,Drew Thorpe,Jordan Montgomery
2024-06-16,NYY,BOS,Marcus Stroman,Kutter Crawford
2024-06-16,OAK,MIN,Joey Estes,Chris Paddack
