game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-27,Red Sox,Orioles,Cooper Criswell,Cole Irvin
2024-05-27,Royals,Twins,Alec Marsh,Joe Ryan
2024-05-27,Blue Jays,White Sox,Chris Bassitt,Nick Nastrini
2024-05-27,Cubs,Brewers,Justin Steele,Robert Gasser
2024-05-27,Guardians,Rockies,Xzavion Curry,Anthony Molina
2024-05-27,Cardinals,Reds,Lance Lynn,Nick Lodolo
2024-05-27,Nationals,Braves,Mitchell Parker,Charlie Morton
2024-05-27,Phillies,Giants,Taijuan Walker,Blake Snell
2024-05-27,Marlins,Padres,Trevor Rogers,Michael King
2024-05-27,Astros,Mariners,Framber Valdez,Bryce Miller
2024-05-27,Dodgers,Mets,Gavin Stone,Tylor Megill
