game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-20,Dodgers,Padres,Tyler Glasnow,Yu Darvish
2024-03-20,Blue Jays,Braves,Bowden Francis,Raisel Iglesias
2024-03-20,Tigers,Twins,Casey Mize,Louis Varland
2024-03-20,Mets,Marlins,Christian Scott,Patrick Monteverde
2024-03-20,Rangers,Reds,Dane Dunning,Rhett Lowder
2024-03-20,Reds,White Sox,Lyon Richardson,Michael Soroka
2024-03-20,Cubs,Athletics,Mark Leiter Jr.,Paul Blackburn
2024-03-20,Rockies,D-backs,Peter Lambert,Tommy Henry
2024-03-20,Giants,Angels,Jordan Hicks,Tyler Anderson
2024-03-20,Phillies,Orioles,Taijuan Walker,Dean Kremer
2024-03-20,Cardinals,Nationals,Steven Matz,Zach Davies
2024-03-20,Pirates,Yankees,Marco Gonzales,Luke Weaver
2024-03-20,Angels,Royals,Andrew Wantz,Brady Singer
