game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-03,Blue Jays,Yankees,José Berríos,Carlos Rodón
2024-08-03,Cardinals,Cubs,Kyle Gibson,Jameson Taillon
2024-08-03,Brewers,Nationals,Aaron Civale,DJ Herz
2024-08-03,Royals,Tigers,Michael Lorenzen,Tyler Holton
2024-08-03,D-backs,Pirates,Jordan Montgomery,Mitch Keller
2024-08-03,Red Sox,Rangers,Tanner Houck,Cody Bradford
2024-08-03,White Sox,Twins,Garrett Crochet,Bailey Ober
2024-08-03,Rays,Astros,Zack Littell,Ronel Blanco
2024-08-03,Orioles,Guardians,Zach Eflin,Joey Cantillo
2024-08-03,Giants,Reds,Kyle Harrison,Hunter Greene
2024-08-03,Marlins,Braves,Kyle Tyler,Grant Holmes
2024-08-03,Rockies,Padres,Tanner Gordon,Martín Pérez
2024-08-03,Dodgers,Athletics,Jack Flaherty,Mitch Spence
2024-08-03,Mets,Angels,David Peterson,José Soriano
2024-08-03,Phillies,Mariners,Orion Kerkering,Bryce Miller
