game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-03,Twins,Marlins,David Festa,Eury Pérez
2025-07-03,Astros,Rockies,Brandon Walter,Kyle Freeland
2025-07-03,Tigers,Nationals,Dietrich Enns,Jake Irvin
2025-07-03,Yankees,Blue Jays,Clarke Schmidt,Chris Bassitt
2025-07-03,Brewers,Mets,Jose Quintana,David Peterson
2025-07-03,Angels,Braves,José Soriano,Bryce Elder
2025-07-03,Guardians,Cubs,Joey Cantillo,Cade Horton
2025-07-03,Giants,D-backs,Robbie Ray,Brandon Pfaadt
2025-07-03,Royals,Mariners,Seth Lugo,Logan Evans
2025-07-03,White Sox,Dodgers,Aaron Civale,Dustin May
