game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-26,Royals,Guardians,Cole Ragans,Nick Sandlin
2024-08-26,Blue Jays,Red Sox,Ryan Burr,Nick Pivetta
2024-08-26,Cubs,Pirates,Jameson Taillon,Mitch Keller
2024-08-26,Astros,Phillies,Ronel Blanco,Zack Wheeler
2024-08-26,Royals,Guardians,Alec Marsh,Logan Allen
2024-08-26,Yankees,Nationals,Nestor Cortes,Mitchell Parker
2024-08-26,Blue Jays,Red Sox,José Berríos,Zack Kelly
2024-08-26,Braves,Twins,Max Fried,Bailey Ober
2024-08-26,Padres,Cardinals,Randy Vásquez,Kyle Gibson
2024-08-26,Tigers,White Sox,Ty Madden,Davis Martin
2024-08-26,Marlins,Rockies,Edward Cabrera,Ryan Feltner
2024-08-26,Rays,Mariners,Ryan Pepiot,Bryce Miller
