game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-10,Mets,Orioles,David Peterson,Charlie Morton
2025-07-10,Cubs,Twins,Colin Rea,Chris Paddack
2025-07-10,Mets,Orioles,Brandon Waddell,Tomoyuki Sugano
2025-07-10,Marlins,Reds,Cal Quantrill,Nick Lodolo
2025-07-10,Mariners,Yankees,Bryan Woo,Marcus Stroman
2025-07-10,Rays,Red Sox,Taj Bradley,Walker Buehler
2025-07-10,Nationals,Cardinals,Michael Soroka,Miles Mikolas
2025-07-10,Braves,Athletics,Spencer Strider,JP Sears
2025-07-10,Rangers,Angels,Patrick Corbin,Jack Kochanowicz
2025-07-10,D-backs,Padres,Eduardo Rodriguez,Randy Vásquez
2025-07-10,Guardians,White Sox,Logan Allen,Jonathan Cannon
