game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-07,Braves,Red Sox,Bryce Elder,Nick Pivetta
2024-03-07,Phillies,Rays,Aaron Nola,Jacob Lopez
2024-03-07,Astros,Cardinals,Cristian Javier,Kyle Gibson
2024-03-07,Brewers,White Sox,Aaron Ashby,Dylan Cease
2024-03-07,D-backs,Rangers,Zac Gallen,José Ureña
2024-03-07,Angels,Mariners,Griffin Canning,Bryan Woo
2024-03-07,Blue Jays,Tigers,Bowden Francis,Kenta Maeda
2024-03-07,Nationals,Mets,Jake Irvin,Jose Quintana
2024-03-07,Tigers,Yankees,Jack Flaherty,Luke Weaver
2024-03-07,Cubs,Reds,Hayden Wesneski,Hunter Greene
2024-03-07,Guardians,Athletics,Shane Bieber,Alex Wood
2024-03-07,Royals,Rockies,Cole Ragans,Cal Quantrill
2024-03-07,Dodgers,Giants,James Paxton,Kyle Harrison
