game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-03,White Sox,Orioles,Nick Nastrini,Cade Povich
2024-09-03,Nationals,Marlins,Patrick Corbin,Max Meyer
2024-09-03,Twins,Rays,David Festa,Jeffrey Springs
2024-09-03,Phillies,Blue Jays,Tyler Phillips,Chris Bassitt
2024-09-03,Red Sox,Mets,Kutter Crawford,David Peterson
2024-09-03,Rockies,Braves,Kyle Freeland,Chris Sale
2024-09-03,Cardinals,Brewers,Steven Matz,Aaron Civale
2024-09-03,Guardians,Royals,Tanner Bibee,Brady Singer
2024-09-03,Pirates,Cubs,Paul Skenes,Kyle Hendricks
2024-09-03,Yankees,Rangers,Carlos Rodón,Andrew Heaney
2024-09-03,Dodgers,Angels,Walker Buehler,Reid Detmers
2024-09-03,Mariners,Athletics,Luis Castillo,J.T. Ginn
2024-09-03,D-backs,Giants,Ryne Nelson,Kyle Harrison
