game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-05,Marlins,Astros,Trevor Rogers,Ronel Blanco
2024-03-05,Blue Jays,Pirates,José Berríos,Jared Jones
2024-03-05,Tigers,Braves,Reese Olson,Spencer Strider
2024-03-05,Rays,Red Sox,Naoyuki Uwasawa,Garrett Whitlock
2024-03-05,Twins,Cardinals,Chris Paddack,Miles Mikolas
2024-03-05,Orioles,Phillies,Albert Suárez,Zack Wheeler
2024-03-05,Yankees,Mets,Tanner Tully,Tylor Megill
2024-03-05,Mariners,Guardians,Casey Lawrence,Gavin Williams
2024-03-05,Brewers,Giants,Jakob Junis,Logan Webb
2024-03-05,Padres,D-backs,Pedro Avila,Ryne Nelson
2024-03-05,Rangers,Mariners,Owen White,Logan Gilbert
2024-03-05,Cubs,Royals,Caleb Kilian,Brady Singer
2024-03-05,Angels,Dodgers,Chase Silseth,Bobby Miller
