game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-30,Brewers,Reds,Colin Rea,Nick Martinez
2024-08-30,Braves,Phillies,Reynaldo López,Ranger Suárez
2024-08-30,Red Sox,Tigers,Tanner Houck,Casey Mize
2024-08-30,Brewers,Reds,DL Hall,Rhett Lowder
2024-08-30,Cubs,Nationals,Shota Imanaga,Jake Irvin
2024-08-30,Padres,Rays,Martín Pérez,Taj Bradley
2024-08-30,Cardinals,Yankees,Erick Fedde,Marcus Stroman
2024-08-30,Pirates,Guardians,Bailey Falter,Ben Lively
2024-08-30,Athletics,Rangers,JP Sears,Jon Gray
2024-08-30,Blue Jays,Twins,Kevin Gausman,Pablo López
2024-08-30,Royals,Astros,Seth Lugo,Framber Valdez
2024-08-30,Mets,White Sox,Tylor Megill,Jonathan Cannon
2024-08-30,Orioles,Rockies,Albert Suárez,Austin Gomber
2024-08-30,Mariners,Angels,George Kirby,Sam Aldegheri
2024-08-30,Dodgers,D-backs,Clayton Kershaw,Zac Gallen
2024-08-30,Marlins,Giants,Adam Oller,Blake Snell
