game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-27,Cubs,Pirates,Justin Steele,Jared Jones
2024-08-27,Astros,Phillies,Justin Verlander,Aaron Nola
2024-08-27,Angels,Tigers,Johnny Cueto,Brant Hurter
2024-08-27,Royals,Guardians,Michael Lorenzen,Gavin Williams
2024-08-27,Athletics,Reds,Mitch Spence,Jakob Junis
2024-08-27,Yankees,Nationals,Gerrit Cole,Patrick Corbin
2024-08-27,Blue Jays,Red Sox,Yariel Rodríguez,Cooper Criswell
2024-08-27,Braves,Twins,Spencer Schwellenbach,Simeon Woods Richardson
2024-08-27,Padres,Cardinals,Dylan Cease,Miles Mikolas
2024-08-27,Giants,Brewers,Logan Webb,Tobias Myers
2024-08-27,Rangers,White Sox,Andrew Heaney,Chris Flexen
2024-08-27,Marlins,Rockies,Roddery Muñoz,Cal Quantrill
2024-08-27,Rays,Mariners,Jeffrey Springs,Logan Gilbert
2024-08-27,Mets,D-backs,Sean Manaea,Brandon Pfaadt
2024-08-27,Orioles,Dodgers,Cole Irvin,Jack Flaherty
