game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-29,Phillies,Nationals,Aaron Nola,Jake Irvin
2024-09-29,Cardinals,Giants,Michael McGreevy,Hayden Birdsong
2024-09-29,Pirates,Yankees,Bailey Falter,Clarke Schmidt
2024-09-29,Rays,Red Sox,Ryan Pepiot,Quinn Priester
2024-09-29,Marlins,Blue Jays,Ryan Weathers,Ryan Burr
2024-09-29,Rangers,Angels,Nathan Eovaldi,Jack Kochanowicz
2024-09-29,Athletics,Mariners,Mitch Spence,Logan Gilbert
2024-09-29,Orioles,Twins,Albert Suárez,Bailey Ober
2024-09-29,Mets,Brewers,David Peterson,Colin Rea
2024-09-29,White Sox,Tigers,Jonathan Cannon,Kenta Maeda
2024-09-29,Dodgers,Rockies,Anthony Banda,Ryan Feltner
2024-09-29,Padres,D-backs,Martín Pérez,Brandon Pfaadt
2024-09-29,Reds,Cubs,Hunter Greene,Caleb Kilian
2024-09-29,Royals,Braves,Alec Marsh,Charlie Morton
2024-09-29,Astros,Guardians,Ryan Gusto,Nick Sandlin
