game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-23,D-backs,Phillies,Slade Cecconi,Cristopher Sánchez
2024-06-23,Rays,Pirates,Aaron Civale,Paul Skenes
2024-06-23,Braves,Yankees,Max Fried,Nestor Cortes
2024-06-23,Mariners,Marlins,Bryce Miller,Kyle Tyler
2024-06-23,White Sox,Tigers,Jonathan Cannon,Reese Olson
2024-06-23,Blue Jays,Guardians,Yusei Kikuchi,Triston McKenzie
2024-06-23,Red Sox,Reds,Zack Kelly,Nick Lodolo
2024-06-23,Orioles,Astros,Albert Suárez,Framber Valdez
2024-06-23,Giants,Cardinals,Logan Webb,Sonny Gray
2024-06-23,Royals,Rangers,Alec Marsh,Max Scherzer
2024-06-23,Nationals,Rockies,Jake Irvin,Kyle Freeland
2024-06-23,Twins,Athletics,Pablo López,Hogan Harris
2024-06-23,Brewers,Padres,Tobias Myers,Michael King
2024-06-23,Mets,Cubs,Luis Severino,Javier Assad
