game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-22,Tigers,Pirates,Casey Mize,Mitch Keller
2025-07-22,Padres,Marlins,Stephen Kolek,Edward Cabrera
2025-07-22,Orioles,Guardians,Brandon Young,Joey Cantillo
2025-07-22,Reds,Nationals,Chase Burns,Brad Lord
2025-07-22,Red Sox,Phillies,Richard Fitts,Cristopher Sánchez
2025-07-22,White Sox,Rays,Davis Martin,Drew Rasmussen
2025-07-22,Yankees,Blue Jays,Cam Schlittler,Max Scherzer
2025-07-22,Angels,Mets,Kyle Hendricks,Frankie Montas
2025-07-22,Giants,Braves,Landen Roupp,Davis Daniel
2025-07-22,Athletics,Rangers,J.T. Ginn,Jacob deGrom
2025-07-22,Royals,Cubs,Rich Hill,Matthew Boyd
2025-07-22,Cardinals,Rockies,Erick Fedde,Bradley Blalock
2025-07-22,Brewers,Mariners,Jacob Misiorowski,Logan Gilbert
2025-07-22,Astros,D-backs,Framber Valdez,Eduardo Rodriguez
2025-07-22,Twins,Dodgers,Simeon Woods Richardson,Yoshinobu Yamamoto
