game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-07,D-backs,Guardians,Brandon Pfaadt,Ben Lively
2024-08-07,D-backs,Guardians,Eduardo Rodriguez,Carlos Carrasco
2024-08-07,Twins,Cubs,Joe Ryan,Javier Assad
2024-08-07,Astros,Rangers,Yusei Kikuchi,José Ureña
2024-08-07,White Sox,Athletics,Davis Martin,Joey Estes
2024-08-07,Angels,Yankees,Davis Daniel,Luis Gil
2024-08-07,Angels,Yankees,Carson Fulmer,Will Warren
2024-08-07,Padres,Pirates,Michael King,Marco Gonzales
2024-08-07,Reds,Marlins,Andrew Abbott,Valente Bellozo
2024-08-07,Giants,Nationals,Blake Snell,Jake Irvin
2024-08-07,Orioles,Blue Jays,Trevor Rogers,Bowden Francis
2024-08-07,Brewers,Braves,Freddy Peralta,Chris Sale
2024-08-07,Rays,Cardinals,Taj Bradley,Erick Fedde
2024-08-07,Red Sox,Royals,Kutter Crawford,Cole Ragans
2024-08-07,Mets,Rockies,Paul Blackburn,Ryan Feltner
2024-08-07,Tigers,Mariners,Tarik Skubal,George Kirby
2024-08-07,Phillies,Dodgers,Tyler Phillips,Gavin Stone
