game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-22,White Sox,Tigers,Drew Thorpe,Kenta Maeda
2024-06-22,Giants,Cardinals,Jordan Hicks,Miles Mikolas
2024-06-22,Mets,Cubs,Tylor Megill,Jameson Taillon
2024-06-22,Royals,Rangers,Michael Wacha,Jon Gray
2024-06-22,Rays,Pirates,Zach Eflin,Jared Jones
2024-06-22,D-backs,Phillies,Tommy Henry,Zack Wheeler
2024-06-22,Twins,Athletics,Bailey Ober,JP Sears
2024-06-22,Mariners,Marlins,Logan Gilbert,Shaun Anderson
2024-06-22,Orioles,Astros,Corbin Burnes,Ronel Blanco
2024-06-22,Blue Jays,Guardians,José Berríos,Ben Lively
2024-06-22,Red Sox,Reds,Nick Pivetta,Frankie Montas
2024-06-22,Brewers,Padres,Carlos Rodriguez,Randy Vásquez
2024-06-22,Braves,Yankees,Charlie Morton,Marcus Stroman
2024-06-22,Nationals,Rockies,Mitchell Parker,Cal Quantrill
2024-06-22,Angels,Dodgers,Zach Plesac,Tyler Glasnow
