game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-26,Marineros,Rays,George Kirby,Ryan Pepiot
2024-06-26,Phillies,Tigres,Spencer Turnbull,Tyler Holton
2024-06-26,Piratas,Rojos,Luis L. Ortiz,Graham Ashcraft
2024-06-26,Bravos,Cardenales,Reynaldo López,Kyle Gibson
2024-06-26,Rangers,Cerveceros,Nathan Eovaldi,Dallas Keuchel
2024-06-26,Marlins,Reales,Valente Bellozo,Brady Singer
2024-06-26,Rockies,Astros,Ryan Feltner,Spencer Arrighetti
2024-06-26,Atléticos,Angels,Joey Estes,Roansy Contreras
2024-06-26,Nacionales,Padres,DJ Herz,Dylan Cease
2024-06-26,Guardians,Orioles,Carlos Carrasco,Grayson Rodriguez
2024-06-26,Yankees,Mets,Luis Gil,Sean Manaea
2024-06-26,Azulejos,Red Sox,Ryan Burr,Nick Pivetta
2024-06-26,Bravos,Cardenales,Bryce Elder,Matthew Liberatore
2024-06-26,Dodgers,White Sox,Gavin Stone,Erick Fedde
2024-06-26,Twins,D-backs,Simeon Woods Richardson,Ryne Nelson
2024-06-26,Cachorros,Gigantes,Hayden Wesneski,Hayden Birdsong
