game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-29,Cardinals,Guardians,Matthew Liberatore,Logan Allen
2025-06-29,Athletics,Yankees,Luis Severino,Marcus Stroman
2025-06-29,Blue Jays,Red Sox,Eric Lauer,Walker Buehler
2025-06-29,Mets,Pirates,Frankie Montas,Mike Burrows
2025-06-29,Phillies,Braves,Ranger Suárez,Spencer Strider
2025-06-29,Rays,Orioles,Taj Bradley,Dean Kremer
2025-06-29,Padres,Reds,Stephen Kolek,Nick Lodolo
2025-06-29,Rockies,Brewers,Germán Márquez,Chad Patrick
2025-06-29,Dodgers,Royals,Lou Trivino,Kris Bubic
2025-06-29,Cubs,Astros,Jameson Taillon,Framber Valdez
2025-06-29,Giants,White Sox,Justin Verlander,Jonathan Cannon
2025-06-29,Mariners,Rangers,Luis Castillo,Jack Leiter
2025-06-29,Nationals,Angels,Mitchell Parker,Jack Kochanowicz
2025-06-29,Marlins,D-backs,Cal Quantrill,Eduardo Rodriguez
2025-06-29,Twins,Tigers,Chris Paddack,Tarik Skubal
