game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-08,Mets,Orioles,Clay Holmes,Brandon Young
2025-07-08,Rays,Tigers,Ryan Pepiot,Jack Flaherty
2025-07-08,Mariners,Yankees,Logan Gilbert,Will Warren
2025-07-08,Rockies,Red Sox,Kyle Freeland,Brayan Bello
2025-07-08,Marlins,Reds,Eury Pérez,Nick Martinez
2025-07-08,Blue Jays,White Sox,Chris Bassitt,Aaron Civale
2025-07-08,Cubs,Twins,Shota Imanaga,Simeon Woods Richardson
2025-07-08,Dodgers,Brewers,Clayton Kershaw,Jacob Misiorowski
2025-07-08,Pirates,Royals,Mitch Keller,Seth Lugo
2025-07-08,Nationals,Cardinals,Jake Irvin,Sonny Gray
2025-07-08,Guardians,Astros,Joey Cantillo,Hunter Brown
2025-07-08,Rangers,Angels,Nathan Eovaldi,José Soriano
2025-07-08,D-backs,Padres,Merrill Kelly,Nick Pivetta
2025-07-08,Phillies,Giants,Taijuan Walker,Robbie Ray
2025-07-08,Braves,Athletics,Didier Fuentes,Jeffrey Springs
