game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-12,Cubs,Pirates,Kyle Hendricks,Bailey Falter
2024-05-12,Nationals,Red Sox,MacKenzie Gore,Brayan Bello
2024-05-12,D-backs,Orioles,Zac Gallen,Dean Kremer
2024-05-12,Twins,Blue Jays,Bailey Ober,Alek Manoah
2024-05-12,Yankees,Rays,Luis Gil,Tyler Alexander
2024-05-12,Phillies,Marlins,Zack Wheeler,Braxton Garrett
2024-05-12,Astros,Tigers,Justin Verlander,Jack Flaherty
2024-05-12,Cardinals,Brewers,Miles Mikolas,Bryse Wilson
2024-05-12,Guardians,White Sox,Logan Allen,Michael Soroka
2024-05-12,Rangers,Rockies,José Ureña,Ty Blach
2024-05-12,Reds,Giants,Frankie Montas,Kyle Harrison
2024-05-12,Royals,Angels,Seth Lugo,Patrick Sandoval
2024-05-12,Athletics,Mariners,Alex Wood,Luis Castillo
2024-05-12,Dodgers,Padres,Walker Buehler,Yu Darvish
2024-05-12,Braves,Mets,Bryce Elder,Luis Severino
