game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-26,Blue Jays,Tigers,Yusei Kikuchi,Casey Mize
2024-05-26,Dodgers,Reds,Yoshinobu Yamamoto,Brent Suter
2024-05-26,Mariners,Nationals,Bryan Woo,Patrick Corbin
2024-05-26,Braves,Pirates,Chris Sale,Martín Pérez
2024-05-26,Brewers,Red Sox,Tobias Myers,Tanner Houck
2024-05-26,Royals,Rays,Michael Wacha,Taj Bradley
2024-05-26,Giants,Mets,Logan Webb,Sean Manaea
2024-05-26,Rangers,Twins,Gerson Garabito,Pablo López
2024-05-26,Orioles,White Sox,Kyle Bradish,Garrett Crochet
2024-05-26,Phillies,Rockies,Ranger Suárez,Cal Quantrill
2024-05-26,Astros,Athletics,Ronel Blanco,Aaron Brooks
2024-05-26,Guardians,Angels,Ben Lively,Reid Detmers
2024-05-26,Yankees,Padres,Clarke Schmidt,Joe Musgrove
2024-05-26,Marlins,D-backs,Ryan Weathers,Blake Walston
2024-05-26,Cubs,Cardinals,Javier Assad,Sonny Gray
