game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-15,Braves,Tigers,AJ Smith-Shawver,Matt Manning
2024-03-15,Orioles,Rays,Dean Kremer,Naoyuki Uwasawa
2024-03-15,Tigers,Blue Jays,Keider Montero,Ricky Tiedemann
2024-03-15,Guardians,Royals,Tyler Beede,Brady Singer
2024-03-15,Cubs,White Sox,Jordan Wicks,Chris Flexen
2024-03-15,Marlins,Cardinals,Ryan Weathers,Steven Matz
2024-03-15,Phillies,Astros,Cristopher Sánchez,Ronel Blanco
2024-03-15,Twins,Red Sox,Jordan Balazovic,Garrett Whitlock
2024-03-15,Nationals,Mets,Trevor Williams,Adrian Houser
2024-03-15,Pirates,Yankees,Quinn Priester,Clarke Schmidt
2024-03-15,Giants,Athletics,Jordan Hicks,Paul Blackburn
2024-03-15,Royals,Reds,Alec Marsh,Nick Lodolo
2024-03-15,Rangers,Rockies,Chasen Shreve,Ryan Feltner
2024-03-15,Mariners,Angels,Emerson Hancock,José Soriano
2024-03-15,D-backs,Brewers,Brandon Pfaadt,Joe Ross
