game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-18,Red Sox,Mariners,Garrett Crochet,Luis Castillo
2025-06-18,Phillies,Marlins,Ranger Suárez,Adam Mazur
2025-06-18,Rockies,Nationals,Germán Márquez,Mitchell Parker
2025-06-18,Angels,Yankees,Jack Kochanowicz,Ryan Yarbrough
2025-06-18,D-backs,Blue Jays,Eduardo Rodriguez,Eric Lauer
2025-06-18,Twins,Reds,Bailey Ober,Nick Lodolo
2025-06-18,Mets,Braves,Paul Blackburn,Chris Sale
2025-06-18,Orioles,Rays,Trevor Rogers,Taj Bradley
2025-06-18,Royals,Rangers,Kris Bubic,Patrick Corbin
2025-06-18,Guardians,Giants,Logan Allen,Justin Verlander
2025-06-18,Astros,Athletics,Framber Valdez,Luis Severino
2025-06-18,Padres,Dodgers,Stephen Kolek,Emmet Sheehan
2025-06-18,Pirates,Tigers,Andrew Heaney,Tarik Skubal
2025-06-18,Cardinals,White Sox,Sonny Gray,Sean Burke
2025-06-18,Brewers,Cubs,Jacob Misiorowski,Jameson Taillon
