game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-09,Cubs,Orioles,Jameson Taillon,Dean Kremer
2024-07-09,Dodgers,Phillies,Bobby Miller,Zack Wheeler
2024-07-09,Guardians,Tigers,Ben Lively,Kenta Maeda
2024-07-09,Yankees,Rays,Carlos Rodón,Ryan Pepiot
2024-07-09,Nationals,Mets,Jake Irvin,Jose Quintana
2024-07-09,Rockies,Reds,Cal Quantrill,Nick Lodolo
2024-07-09,Athletics,Red Sox,Joey Estes,Brayan Bello
2024-07-09,Pirates,Brewers,Josh Fleming,Colin Rea
2024-07-09,Marlins,Astros,Trevor Rogers,Ronel Blanco
2024-07-09,Rangers,Angels,Max Scherzer,Roansy Contreras
2024-07-09,Mariners,Padres,Logan Gilbert,Adam Mazur
2024-07-09,Braves,D-backs,Chris Sale,Zac Gallen
2024-07-09,Blue Jays,Giants,Yusei Kikuchi,Blake Snell
2024-07-09,Royals,Cardinals,Michael Wacha,Andre Pallante
2024-07-09,Twins,White Sox,Bailey Ober,Erick Fedde
