game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-20,Giants,Blue Jays,Robbie Ray,José Berríos
2025-07-20,Orioles,Rays,Trevor Rogers,Ryan Pepiot
2025-07-20,White Sox,Pirates,Aaron Civale,Andrew Heaney
2025-07-20,Padres,Nationals,Nick Pivetta,MacKenzie Gore
2025-07-20,Angels,Phillies,José Soriano,Ranger Suárez
2025-07-20,Yankees,Braves,Marcus Stroman,Grant Holmes
2025-07-20,Royals,Marlins,Kris Bubic,Janson Junk
2025-07-20,Athletics,Guardians,Jeffrey Springs,Gavin Williams
2025-07-20,Reds,Mets,Andrew Abbott,David Peterson
2025-07-20,Red Sox,Cubs,Garrett Crochet,Cade Horton
2025-07-20,Twins,Rockies,Joe Ryan,Germán Márquez
2025-07-20,Astros,Mariners,Hunter Brown,Bryan Woo
2025-07-20,Brewers,Dodgers,Jose Quintana,Clayton Kershaw
2025-07-20,Cardinals,D-backs,Miles Mikolas,Merrill Kelly
2025-07-20,Tigers,Rangers,Tarik Skubal,Jacob Latz
