game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-29,Rockies,White Sox,Cal Quantrill,Jonathan Cannon
2024-06-29,Reds,Cardinals,Carson Spiers,Sonny Gray
2024-06-29,Yankees,Blue Jays,Nestor Cortes,Chris Bassitt
2024-06-29,Marlins,Phillies,Roddery Muñoz,Aaron Nola
2024-06-29,Nationals,Rays,Jake Irvin,Aaron Civale
2024-06-29,Astros,Mets,Framber Valdez,Tylor Megill
2024-06-29,Cubs,Brewers,Justin Steele,Tobias Myers
2024-06-29,Guardians,Royals,Tanner Bibee,Cole Ragans
2024-06-29,Padres,Red Sox,Michael King,Tanner Houck
2024-06-29,Pirates,Braves,Paul Skenes,Max Fried
2024-06-29,Athletics,D-backs,Hogan Harris,Zac Gallen
2024-06-29,Dodgers,Giants,Tyler Glasnow,Erik Miller
2024-06-29,Rangers,Orioles,Michael Lorenzen,Cade Povich
2024-06-29,Tigers,Angels,Reese Olson,Griffin Canning
2024-06-29,Twins,Mariners,Pablo López,Bryce Miller
