game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-25,Mariners,Astros,George Kirby,Yusei Kikuchi
2024-09-25,Cubs,Phillies,Javier Assad,Cristopher Sánchez
2024-09-25,Brewers,Pirates,Freddy Peralta,Luis L. Ortiz
2024-09-25,Rays,Tigers,Zack Littell,Keider Montero
2024-09-25,Reds,Guardians,Jakob Junis,Andrew Walters
2024-09-25,Royals,Nationals,Michael Lorenzen,DJ Herz
2024-09-25,Orioles,Yankees,Zach Eflin,Marcus Stroman
2024-09-25,Red Sox,Blue Jays,Richard Fitts,Kevin Gausman
2024-09-25,Marlins,Twins,Edward Cabrera,Simeon Woods Richardson
2024-09-25,Angels,White Sox,José Suarez,Davis Martin
2024-09-25,Cardinals,Rockies,Erick Fedde,Austin Gomber
2024-09-25,Rangers,Athletics,Cody Bradford,Brady Basso
2024-09-25,Giants,D-backs,Mason Black,Zac Gallen
2024-09-25,Padres,Dodgers,Dylan Cease,Jack Flaherty
2024-09-25,Mets,Braves,David Peterson,Chris Sale
