game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-22,Twins,Red Sox,Pablo López,Nick Pivetta
2024-09-22,Pirates,Reds,Paul Skenes,Hunter Greene
2024-09-22,Tigers,Orioles,Tyler Holton,Albert Suárez
2024-09-22,Blue Jays,Rays,Ryan Burr,Shane Baz
2024-09-22,Braves,Marlins,Grant Holmes,Darren McCaughan
2024-09-22,D-backs,Brewers,Jordan Montgomery,Frankie Montas
2024-09-22,Giants,Royals,Blake Snell,Seth Lugo
2024-09-22,Angels,Astros,Griffin Canning,Spencer Arrighetti
2024-09-22,Guardians,Cardinals,Gavin Williams,Andre Pallante
2024-09-22,Nationals,Cubs,Jake Irvin,Shota Imanaga
2024-09-22,Mariners,Rangers,Bryan Woo,Andrew Heaney
2024-09-22,Yankees,Athletics,Luis Gil,Joey Estes
2024-09-22,White Sox,Padres,Sean Burke,Yu Darvish
2024-09-22,Rockies,Dodgers,Antonio Senzatela,Yoshinobu Yamamoto
2024-09-22,Twins,Red Sox,Zebby Matthews,Kutter Crawford
2024-09-22,Phillies,Mets,Zack Wheeler,Tylor Megill
