game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-04,Dodgers,Piratas,Tyler Glasnow,Jared Jones
2024-06-04,Cerveceros,Phillies,Jared Koenig,Cristopher Sánchez
2024-06-04,Rays,Marlins,Ryan Pepiot,Jesús Luzardo
2024-06-04,Reales,Guardians,Seth Lugo,Triston McKenzie
2024-06-04,Mets,Nacionales,David Peterson,DJ Herz
2024-06-04,Twins,Yankees,Bailey Ober,Luis Gil
2024-06-04,Orioles,Azulejos,Corbin Burnes,Trevor Richards
2024-06-04,Bravos,Red Sox,Max Fried,Kutter Crawford
2024-06-04,Tigres,Rangers,Jack Flaherty,Dane Dunning
2024-06-04,White Sox,Cachorros,Chris Flexen,Shota Imanaga
2024-06-04,Cardenales,Astros,Andre Pallante,Spencer Arrighetti
2024-06-04,Rojos,Rockies,Frankie Montas,Ty Blach
2024-06-04,Padres,Angels,Adam Mazur,Patrick Sandoval
2024-06-04,Marineros,Atléticos,George Kirby,Mitch Spence
2024-06-04,Gigantes,D-backs,Kyle Harrison,Blake Walston
