game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-11,Marlins,Pirates,Jonathan Bermúdez,Bailey Falter
2024-09-11,Guardians,White Sox,Matthew Boyd,Davis Martin
2024-09-11,Mets,Blue Jays,Sean Manaea,Bowden Francis
2024-09-11,Rangers,D-backs,Cody Bradford,Merrill Kelly
2024-09-11,Rays,Phillies,Shane Baz,Zack Wheeler
2024-09-11,Rockies,Tigers,Tanner Gordon,Casey Mize
2024-09-11,Braves,Nationals,Max Fried,Jake Irvin
2024-09-11,Royals,Yankees,Cole Ragans,Luis Gil
2024-09-11,Angels,Twins,Jack Kochanowicz,Zebby Matthews
2024-09-11,Orioles,Red Sox,Dean Kremer,Nick Pivetta
2024-09-11,Reds,Cardinals,Brandon Williamson,Lance Lynn
2024-09-11,Athletics,Astros,Joey Estes,Hunter Brown
2024-09-11,Padres,Mariners,Michael King,Bryan Woo
2024-09-11,Brewers,Giants,Colin Rea,Blake Snell
2024-09-11,Cubs,Dodgers,Jordan Wicks,Bobby Miller
