game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-18,Padres,LG Twins,Dylan Cease,
2024-03-18,Korea,Dodgers,Been Gwak,Bobby Miller
2024-03-18,Braves,Rays,Max Fried,Chris Devenski
2024-03-18,Phillies,Yankees,Matt Strahm,Carlos Rodón
2024-03-18,Pirates,Phillies,Martín Pérez,Tyler Phillips
2024-03-18,Red Sox,Twins,Nick Pivetta,Joe Ryan
2024-03-18,Astros,Marlins,Hunter Brown,Darren McCaughan
2024-03-18,Mariners,Rangers,Tyson Miller,Adrian Sampson
2024-03-18,Guardians,White Sox,Tanner Bibee,Drew Thorpe
2024-03-18,Athletics,D-backs,Ross Stripling,Merrill Kelly
2024-03-18,Angels,Brewers,Griffin Canning,DL Hall
2024-03-18,Nationals,Astros,Josiah Gray,Cristian Javier
2024-03-18,Giants,Reds,Kyle Harrison,Frankie Montas
