game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-25,Rays,Phillies,Jacob Waguespack,David Buchanan
2024-03-25,Twins,Braves,Bailey Ober,Chris Sale
2024-03-25,Blue Jays,Pirates,Kevin Gausman,Marco Gonzales
2024-03-25,Mets,Yankees,Sean Manaea,Clarke Schmidt
2024-03-25,Cardinals,Cubs,Steven Matz,Jordan Wicks
2024-03-25,Rockies,Brewers,Dakota Hudson,Colin Rea
2024-03-25,Royals,Northwest Arkansas Naturals,Brady Singer,
2024-03-25,Yankees,Diablos Rojos del Mexico,Luis Serna,
2024-03-25,Red Sox,Rangers,Garrett Whitlock,
2024-03-25,Sugar Land Space Cowboys,Astros,Rhett Kouba,Misael Tamarez
2024-03-25,Angels,Dodgers,Reid Detmers,Gavin Stone
2024-03-25,Giants,Athletics,Jordan Hicks,JP Sears
2024-03-25,Mariners,Padres,Bryce Miller,Dylan Cease
2024-03-25,Guardians,D-backs,Tyler Beede,Tommy Henry
