game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-05,Angels,Cubs,Griffin Canning,Justin Steele
2024-07-05,Mets,Pirates,Luis Severino,Paul Skenes
2024-07-05,Cardinals,Nationals,Sonny Gray,Patrick Corbin
2024-07-05,Red Sox,Yankees,Tanner Houck,Nestor Cortes
2024-07-05,White Sox,Marlins,Drew Thorpe,Bryan Hoeing
2024-07-05,Giants,Guardians,Erik Miller,Tanner Bibee
2024-07-05,Tigers,Reds,Reese Olson,Carson Spiers
2024-07-05,Phillies,Braves,Aaron Nola,Max Fried
2024-07-05,Rays,Rangers,Shane Baz,Michael Lorenzen
2024-07-05,Astros,Twins,Shawn Dubin,Pablo López
2024-07-05,Royals,Rockies,Cole Ragans,Kyle Freeland
2024-07-05,Blue Jays,Mariners,Kevin Gausman,Luis Castillo
2024-07-05,D-backs,Padres,Slade Cecconi,Randy Vásquez
2024-07-05,Orioles,Athletics,Albert Suárez,Hogan Harris
2024-07-05,Brewers,Dodgers,Aaron Civale,Tyler Glasnow
