game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-19,Red Sox,Cardinals,Nick Pivetta,Matthew Liberatore
2024-05-19,Nationals,Phillies,Trevor Williams,Aaron Nola
2024-05-19,White Sox,Yankees,Chris Flexen,Carlos Rodón
2024-05-19,Mariners,Orioles,George Kirby,Corbin Burnes
2024-05-19,Rays,Blue Jays,Aaron Civale,Alek Manoah
2024-05-19,Mets,Marlins,Sean Manaea,Sixto Sánchez
2024-05-19,Twins,Guardians,Chris Paddack,Tanner Bibee
2024-05-19,Athletics,Royals,JP Sears,Brady Singer
2024-05-19,Brewers,Astros,Colin Rea,Spencer Arrighetti
2024-05-19,Pirates,Cubs,Mitch Keller,Jameson Taillon
2024-05-19,Angels,Rangers,José Soriano,Michael Lorenzen
2024-05-19,Rockies,Giants,Dakota Hudson,Jordan Hicks
2024-05-19,Reds,Dodgers,Hunter Greene,Landon Knack
2024-05-19,Tigers,D-backs,Matt Manning,Jordan Montgomery
2024-05-19,Padres,Braves,Yu Darvish,Bryce Elder
