game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-13,Pirates,Cubs,Paul Skenes,Cade Horton
2025-06-13,Marlins,Nationals,Edward Cabrera,Mitchell Parker
2025-06-13,Blue Jays,Phillies,Kevin Gausman,Ranger Suárez
2025-06-13,Angels,Orioles,Jack Kochanowicz,Charlie Morton
2025-06-13,Rays,Mets,Taj Bradley,Clay Holmes
2025-06-13,Yankees,Red Sox,Ryan Yarbrough,Garrett Crochet
2025-06-13,Reds,Tigers,Nick Martinez,Brant Hurter
2025-06-13,Rockies,Braves,Germán Márquez,Bryce Elder
2025-06-13,White Sox,Rangers,Adrian Houser,Shawn Armstrong
2025-06-13,Cardinals,Brewers,Erick Fedde,Freddy Peralta
2025-06-13,Twins,Astros,Chris Paddack,Colton Gordon
2025-06-13,Athletics,Royals,Luis Severino,Michael Wacha
2025-06-13,Padres,D-backs,Stephen Kolek,Ryne Nelson
2025-06-13,Guardians,Mariners,Gavin Williams,Luis Castillo
2025-06-13,Giants,Dodgers,Logan Webb,Yoshinobu Yamamoto
