game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-02,Cardinals,Cubs,Erick Fedde,Javier Assad
2024-08-02,D-backs,Pirates,Brandon Pfaadt,Luis L. Ortiz
2024-08-02,Royals,Tigers,Cole Ragans,Tarik Skubal
2024-08-02,Brewers,Nationals,Frankie Montas,Jake Irvin
2024-08-02,Blue Jays,Yankees,Kevin Gausman,Marcus Stroman
2024-08-02,Orioles,Guardians,Dean Kremer,Carlos Carrasco
2024-08-02,Giants,Reds,Blake Snell,Andrew Abbott
2024-08-02,Marlins,Braves,Valente Bellozo,Spencer Schwellenbach
2024-08-02,Red Sox,Rangers,Kutter Crawford,José Ureña
2024-08-02,White Sox,Twins,Davis Martin,Joe Ryan
2024-08-02,Rays,Astros,Shane Baz,Yusei Kikuchi
2024-08-02,Mets,Angels,Paul Blackburn,Tyler Anderson
2024-08-02,Phillies,Mariners,Tyler Phillips,Bryan Woo
2024-08-02,Rockies,Padres,Austin Gomber,Randy Vásquez
2024-08-02,Dodgers,Athletics,Gavin Stone,Joey Estes
