game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-22,Orioles,Yankees,Dean Kremer,Will Warren
2025-06-22,Tigers,Rays,Casey Mize,Zack Littell
2025-06-22,Rangers,Pirates,Jack Leiter,Bailey Falter
2025-06-22,White Sox,Blue Jays,Adrian Houser,Chris Bassitt
2025-06-22,Braves,Marlins,Bryce Elder,Sandy Alcantara
2025-06-22,Brewers,Twins,Quinn Priester,Danny Coulombe
2025-06-22,Reds,Cardinals,Andrew Abbott,Miles Mikolas
2025-06-22,Mariners,Cubs,Logan Gilbert,Colin Rea
2025-06-22,D-backs,Rockies,Brandon Pfaadt,Antonio Senzatela
2025-06-22,Red Sox,Giants,Lucas Giolito,Robbie Ray
2025-06-22,Guardians,Athletics,Slade Cecconi,JP Sears
2025-06-22,Astros,Angels,Ryan Gusto,Kyle Hendricks
2025-06-22,Royals,Padres,Seth Lugo,Randy Vásquez
2025-06-22,Nationals,Dodgers,Michael Soroka,Shohei Ohtani
2025-06-22,Mets,Phillies,David Peterson,Jesús Luzardo
