game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-07,Nationals,Pirates,DJ Herz,Luis L. Ortiz
2024-09-07,Yankees,Cubs,Clarke Schmidt,Javier Assad
2024-09-07,Rays,Orioles,Ryan Pepiot,Zach Eflin
2024-09-07,Tigers,Athletics,Brenan Hanifee,Brady Basso
2024-09-07,Reds,Mets,Jakob Junis,Jose Quintana
2024-09-07,Phillies,Marlins,Aaron Nola,Darren McCaughan
2024-09-07,D-backs,Astros,Eduardo Rodriguez,Yusei Kikuchi
2024-09-07,Nationals,Pirates,Mitchell Parker,Mitch Keller
2024-09-07,Angels,Rangers,Tyler Anderson,Jack Leiter
2024-09-07,Rockies,Brewers,Ty Blach,Tobias Myers
2024-09-07,Mariners,Cardinals,Logan Gilbert,Kyle Gibson
2024-09-07,Twins,Royals,Bailey Ober,Alec Marsh
2024-09-07,White Sox,Red Sox,Garrett Crochet,Cooper Criswell
2024-09-07,Blue Jays,Braves,José Berríos,Spencer Schwellenbach
2024-09-07,Giants,Padres,Logan Webb,Dylan Cease
2024-09-07,Guardians,Dodgers,Gavin Williams,Ryan Brasier
