game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-06,Giants,Phillies,Mason Black,Zack Wheeler
2024-05-06,Tigers,Guardians,Jack Flaherty,Triston McKenzie
2024-05-06,Angels,Pirates,Tyler Anderson,Mitch Keller
2024-05-06,White Sox,Rays,Mike Clevinger,Tyler Alexander
2024-05-06,Brewers,Royals,Bryse Wilson,Cole Ragans
2024-05-06,Mariners,Twins,Luis Castillo,Simeon Woods Richardson
2024-05-06,Padres,Cubs,Yu Darvish,Justin Steele
2024-05-06,Mets,Cardinals,Sean Manaea,Kyle Gibson
2024-05-06,Rangers,Athletics,Andrew Heaney,Alex Wood
2024-05-06,Marlins,Dodgers,Roddery Muñoz,Walker Buehler
