game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-22,Rockies,Nationals,Cal Quantrill,Patrick Corbin
2024-08-22,Guardians,Yankees,Gavin Williams,Gerrit Cole
2024-08-22,Brewers,Cardinals,Freddy Peralta,Miles Mikolas
2024-08-22,Tigers,Cubs,Tyler Holton,Justin Steele
2024-08-22,Rays,Athletics,Jeffrey Springs,Osvaldo Bido
2024-08-22,Reds,Pirates,Nick Lodolo,Paul Skenes
2024-08-22,Angels,Blue Jays,Brock Burke,Ryan Burr
2024-08-22,Astros,Orioles,Spencer Arrighetti,Corbin Burnes
2024-08-22,Phillies,Braves,Cristopher Sánchez,Spencer Schwellenbach
2024-08-22,Mets,Padres,Luis Severino,Dylan Cease
