game_date,away_team,home_team,away_pitcher,home_pitcher
2024-04-29,Yankees,Orioles,Clarke Schmidt,Grayson Rodriguez
2024-04-29,Nationals,Marlins,Jake Irvin,Trevor Rogers
2024-04-29,Royals,Blue Jays,Jonathan Bowlan,Yariel Rodríguez
2024-04-29,Cubs,Mets,Jameson Taillon,Luis Severino
2024-04-29,Rays,Brewers,Ryan Pepiot,Bryse Wilson
2024-04-29,Twins,White Sox,Joe Ryan,Garrett Crochet
2024-04-29,Phillies,Angels,Cristopher Sánchez,Griffin Canning
2024-04-29,Braves,Mariners,Max Fried,Bryce Miller
2024-04-29,Reds,Padres,Nick Lodolo,Matt Waldron
2024-04-29,Pirates,Athletics,Bailey Falter,Joe Boyle
2024-04-29,Dodgers,D-backs,James Paxton,Tommy Henry
2024-04-29,Cardinals,Tigers,Steven Matz,Kenta Maeda
