game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-24,Braves,Pirates,Ray Kerr,Bailey Falter
2024-05-24,Blue Jays,Tigers,Alek Manoah,Kenta Maeda
2024-05-24,Mariners,Nationals,George Kirby,MacKenzie Gore
2024-05-24,Royals,Rays,Seth Lugo,Shawn Armstrong
2024-05-24,Giants,Mets,Kyle Harrison,Christian Scott
2024-05-24,Rangers,Twins,José Ureña,Bailey Ober
2024-05-24,Dodgers,Reds,James Paxton,Graham Ashcraft
2024-05-24,Brewers,Red Sox,Jared Koenig,Kutter Crawford
2024-05-24,Orioles,White Sox,Corbin Burnes,Chris Flexen
2024-05-24,Phillies,Rockies,Cristopher Sánchez,Ty Blach
2024-05-24,Guardians,Angels,Logan Allen,Patrick Sandoval
2024-05-24,Yankees,Padres,Carlos Rodón,Yu Darvish
2024-05-24,Astros,Athletics,Justin Verlander,Ross Stripling
2024-05-24,Marlins,D-backs,Braxton Garrett,Zac Gallen
2024-05-24,Cubs,Cardinals,Shota Imanaga,Miles Mikolas
