game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-20,Padres,Braves,Dylan Cease,Reynaldo López
2024-05-20,White Sox,Blue Jays,Erick Fedde,José Berríos
2024-05-20,Mets,Guardians,Tylor Megill,Ben Lively
2024-05-20,Padres,Braves,Randy Vásquez,Chris Sale
2024-05-20,Brewers,Marlins,Joe Ross,Ryan Weathers
2024-05-20,Twins,Nationals,Pablo López,Mitchell Parker
2024-05-20,Red Sox,Rays,Tanner Houck,Taj Bradley
2024-05-20,Mariners,Yankees,Logan Gilbert,Marcus Stroman
2024-05-20,Tigers,Royals,Reese Olson,Michael Wacha
2024-05-20,Orioles,Cardinals,Dean Kremer,Sonny Gray
2024-05-20,Angels,Astros,Reid Detmers,Framber Valdez
2024-05-20,D-backs,Dodgers,Joe Mantiply,Yoshinobu Yamamoto
