game_date,away_team,home_team,away_pitcher,home_pitcher
2024-04-02,Twins,Brewers,Louis Varland,Jakob Junis
2024-04-02,Royals,Orioles,Alec Marsh,Cole Irvin
2024-04-02,Reds,Phillies,Graham Ashcraft,Spencer Turnbull
2024-04-02,Angels,Marlins,Tyler Anderson,Jesús Luzardo
2024-04-02,Rangers,Rays,Andrew Heaney,Zach Eflin
2024-04-02,Braves,White Sox,Reynaldo López,Garrett Crochet
2024-04-02,Rockies,Cubs,Kyle Freeland,Javier Assad
2024-04-02,Blue Jays,Astros,José Berríos,Framber Valdez
2024-04-02,Guardians,Mariners,Shane Bieber,Luis Castillo
2024-04-02,Cardinals,Padres,Miles Mikolas,Yu Darvish
2024-04-02,Red Sox,Athletics,Brayan Bello,Alex Wood
2024-04-02,Yankees,D-backs,Nestor Cortes,Zac Gallen
2024-04-02,Giants,Dodgers,Logan Webb,Ryan Brasier
2024-04-02,Tigers,Mets,Casey Mize,Adrian Houser
