game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-19,Tigers,Braves,Tarik Skubal,Reynaldo López
2024-06-19,Reds,Pirates,Hunter Greene,Mitch Keller
2024-06-19,Cardinals,Marlins,Matthew Liberatore,Yonny Chirinos
2024-06-19,Padres,Phillies,Matt Waldron,Ranger Suárez
2024-06-19,Giants,Cubs,Erik Miller,Kyle Hendricks
2024-06-19,D-backs,Nationals,Brandon Pfaadt,Patrick Corbin
2024-06-19,Mariners,Guardians,Bryan Woo,Tanner Bibee
2024-06-19,Orioles,Yankees,Cade Povich,Gerrit Cole
2024-06-19,Red Sox,Blue Jays,Brayan Bello,Kevin Gausman
2024-06-19,Rays,Twins,Taj Bradley,Joe Ryan
2024-06-19,Mets,Rangers,Sean Manaea,Andrew Heaney
2024-06-19,Astros,White Sox,Hunter Brown,Garrett Crochet
2024-06-19,Dodgers,Rockies,Bobby Miller,Ryan Feltner
2024-06-19,Brewers,Angels,Freddy Peralta,Tyler Anderson
2024-06-19,Royals,Athletics,Cole Ragans,Luis Medina
