game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-07,Rockies,Cardinals,Austin Gomber,Lance Lynn
2024-06-07,Twins,Pirates,Joe Ryan,Mitch Keller
2024-06-07,Brewers,Tigers,Tobias Myers,Reese Olson
2024-06-07,Braves,Nationals,Chris Sale,Jake Irvin
2024-06-07,Orioles,Rays,Cole Irvin,Aaron Civale
2024-06-07,Dodgers,Yankees,Yoshinobu Yamamoto,Cody Poteet
2024-06-07,Guardians,Marlins,Logan Allen,Ryan Weathers
2024-06-07,Cubs,Reds,Justin Steele,Nick Lodolo
2024-06-07,Giants,Rangers,Logan Webb,Michael Lorenzen
2024-06-07,Mariners,Royals,Bryce Miller,Daniel Lynch IV
2024-06-07,Red Sox,White Sox,Cooper Criswell,Garrett Crochet
2024-06-07,Astros,Angels,Framber Valdez,Griffin Canning
2024-06-07,D-backs,Padres,Brandon Pfaadt,Michael King
2024-06-07,Blue Jays,Athletics,Chris Bassitt,Hogan Harris
