game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-02,Cardinals,Brewers,Andre Pallante,Freddy Peralta
2024-09-02,White Sox,Orioles,Chris Flexen,Corbin Burnes
2024-09-02,Guardians,Royals,Gavin Williams,Michael Wacha
2024-09-02,Astros,Reds,Justin Verlander,Julian Aguiar
2024-09-02,Dodgers,D-backs,Jack Flaherty,Eduardo Rodriguez
2024-09-02,Tigers,Padres,Tyler Holton,Joe Musgrove
2024-09-02,Twins,Rays,Simeon Woods Richardson,Zack Littell
2024-09-02,Mariners,Athletics,Logan Gilbert,Osvaldo Bido
2024-09-02,Red Sox,Mets,Brayan Bello,Luis Severino
2024-09-02,Pirates,Cubs,Jared Jones,Jameson Taillon
2024-09-02,Yankees,Rangers,Gerrit Cole,Jack Leiter
