game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-14,Royals,Twins,Cole Ragans,Louis Varland
2024-08-14,Rockies,D-backs,Tanner Gordon,Jordan Montgomery
2024-08-14,Pirates,Padres,Mitch Keller,Martín Pérez
2024-08-14,Rangers,Red Sox,Dane Dunning,Tanner Houck
2024-08-14,Nationals,Orioles,DJ Herz,Dean Kremer
2024-08-14,Marlins,Phillies,Edward Cabrera,Tyler Phillips
2024-08-14,Mariners,Tigers,Bryan Woo,Beau Brieske
2024-08-14,Cubs,Guardians,Jameson Taillon,Alex Cobb
2024-08-14,Cardinals,Reds,Kyle Gibson,Emilio Pagán
2024-08-14,Astros,Rays,Ronel Blanco,Zack Littell
2024-08-14,Athletics,Mets,Joey Estes,David Peterson
2024-08-14,Dodgers,Brewers,Walker Buehler,Frankie Montas
2024-08-14,Yankees,White Sox,Will Warren,Davis Martin
2024-08-14,Blue Jays,Angels,José Berríos,Tyler Anderson
2024-08-14,Braves,Giants,Grant Holmes,Robbie Ray
