game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-05,Braves,Red Sox,Spencer Schwellenbach,Nick Pivetta
2024-06-05,Cardinals,Astros,Miles Mikolas,Ronel Blanco
2024-06-05,Reds,Rockies,Graham Ashcraft,Dakota Hudson
2024-06-05,Giants,D-backs,Jordan Hicks,Jordan Montgomery
2024-06-05,Mets,Nationals,Luis Severino,Patrick Corbin
2024-06-05,Brewers,Phillies,Aaron Ashby,Aaron Nola
2024-06-05,Dodgers,Pirates,James Paxton,Paul Skenes
2024-06-05,Rays,Marlins,Zach Eflin,Braxton Garrett
2024-06-05,Twins,Yankees,Chris Paddack,Carlos Rodón
2024-06-05,Orioles,Blue Jays,Albert Suárez,José Berríos
2024-06-05,Tigers,Rangers,Kenta Maeda,José Ureña
2024-06-05,White Sox,Cubs,Erick Fedde,Jameson Taillon
2024-06-05,Padres,Angels,Dylan Cease,José Soriano
2024-06-05,Mariners,Athletics,Logan Gilbert,Joey Estes
2024-06-05,Royals,Guardians,Brady Singer,Nick Sandlin
