game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-28,Marlins,Phillies,Kyle Tyler,Cristopher Sánchez
2024-06-28,Nationals,Rays,Mitchell Parker,Zach Eflin
2024-06-28,Rangers,Orioles,Max Scherzer,Albert Suárez
2024-06-28,Yankees,Blue Jays,Marcus Stroman,Yusei Kikuchi
2024-06-28,Astros,Mets,Ronel Blanco,Jose Quintana
2024-06-28,Rockies,White Sox,Dakota Hudson,Drew Thorpe
2024-06-28,Padres,Red Sox,Randy Vásquez,Nick Pivetta
2024-06-28,Pirates,Braves,Martín Pérez,Charlie Morton
2024-06-28,Cubs,Brewers,Jameson Taillon,Colin Rea
2024-06-28,Guardians,Royals,Triston McKenzie,Alec Marsh
2024-06-28,Reds,Cardinals,Frankie Montas,Andre Pallante
2024-06-28,Tigers,Angels,Kenta Maeda,Zach Plesac
2024-06-28,Twins,Mariners,Bailey Ober,Logan Gilbert
2024-06-28,Athletics,D-backs,JP Sears,Slade Cecconi
2024-06-28,Dodgers,Giants,Landon Knack,Logan Webb
